"y0t","y1t","y3","y3b","x1","x2","x2b"
0.724162076757753,0.472689919190811,0.472689919190811,0.472689919190811,0.136793542642015,-0.116150433787935,NA
-0.0965497503226146,-12.0517774054064,-0.0965497503226146,-0.0965497503226146,-0.816530403237942,0.0239379694117532,0.0239379694117532
0.622365901516078,-0.0375137290768838,-0.0375137290768838,-0.0375137290768838,-0.300781271588501,0.205625970391543,0.205625970391543
0.234443126753162,-0.302893177276108,-0.302893177276108,NA,-0.277277895494287,-0.146383649814894,-0.146383649814894
0.483696542881286,0.514762748981879,0.514762748981879,0.514762748981879,-0.0604816672709199,-0.0103926024733531,NA
0.45397792647014,0.383844444420326,0.383844444420326,NA,-0.136400592815266,0.0171484268273517,0.0171484268273517
-0.196131137944579,-6.70469774485502,-0.196131137944579,-0.196131137944579,-0.679747622374877,0.0916801374406895,NA
0.425179565747308,0.467431066906016,0.467431066906016,NA,-0.0379855774736503,-0.0310408941302533,-0.0310408941302533
0.660983202176209,0.697869015409612,0.697869015409612,NA,0.00629649613993544,0.256989374796554,0.256989374796554
0.389892316787921,-0.700683307425082,0.389892316787921,0.389892316787921,-0.365995955537507,-0.0179729180694966,NA
0.401516839904011,-0.860121316765249,0.401516839904011,0.401516839904011,-0.386900777509342,0.054085772227636,NA
0.432094583379629,-0.0665512127441856,-0.0665512127441856,NA,-0.269190583087466,0.127136984681544,0.127136984681544
0.666367963701299,0.657437565175453,0.657437565175453,NA,-0.0995080494820226,-0.0508540485377437,-0.0508540485377437
-0.168127702102825,-10.8157467582346,-0.168127702102825,-0.168127702102825,-0.78911690102971,-0.134637132514884,-0.134637132514884
5.64034975847743,0.804750765750332,0.804750765750332,NA,0.456296121753937,0.23079865035996,0.23079865035996
0.558031201757092,-33.6608653317863,0.558031201757092,0.558031201757092,-1.10019775635935,-0.299283446456369,NA
6.13175371583545,0.872474238257777,0.872474238257777,0.872474238257777,0.470078675549681,0.113779293229304,NA
0.159438823769806,-2.11214968351459,0.159438823769806,0.159438823769806,-0.479872502795003,0.00463696998297176,0.00463696998297176
0.579382039955981,-0.0120629914729672,-0.0120629914729672,-0.0120629914729672,-0.2880230700835,0.131161315630457,0.131161315630457
16.3579114739026,0.766694013433635,0.766694013433635,NA,0.676023462834706,0.0559783375128804,0.0559783375128804
0.110415030695299,-4.75481074275628,0.110415030695299,0.110415030695299,-0.620090548804922,0.270761087079764,0.270761087079764
0.0854266927495947,-20.6595628318167,0.0854266927495947,0.0854266927495947,-0.956805904195926,-0.155390393643881,-0.155390393643881
0.713624851135351,0.482517233200595,0.482517233200595,NA,0.131861343944721,0.205858146937564,0.205858146937564
0.847990848757037,0.881212610322011,0.881212610322011,NA,0.012191490642865,0.253127387667911,0.253127387667911
0.377313761561689,0.0716200879131187,0.0716200879131187,0.0716200879131187,-0.22227164033435,0.000639442099244468,0.000639442099244468
0.0919841440232256,-21.6205993361963,0.0919841440232256,NA,-0.969194700131501,-0.317495977226073,-0.317495977226073
5.79823053618498,0.744152769783104,0.744152769783104,0.744152769783104,0.463511654471635,0.0618022306884634,0.0618022306884634
0.0368091800291754,-3.09097963127242,0.0368091800291754,0.0368091800291754,-0.536033888302192,-0.0772542828377667,NA
4.24945768939878,0.781150241339333,0.781150241339333,0.781150241339333,0.404553627904722,0.102590323503805,NA
0.296717585043516,-2.32535370548426,0.296717585043516,0.296717585043516,-0.504584708826278,0.0375079539679665,0.0375079539679665
0.404872444701693,-0.457097244733784,0.404872444701693,NA,-0.334113090719498,0.0956925491871952,0.0956925491871952
0.410331113013369,0.0467886505692268,0.0467886505692268,NA,-0.237705714243687,0.0413053719421455,0.0413053719421455
0.31943009843801,0.359893752661854,0.359893752661854,NA,-0.043183069987488,0.139363283818655,0.139363283818655
0.0993687986326995,-8.53100840384357,0.0993687986326995,NA,-0.74107823663979,-0.0367984248032279,-0.0367984248032279
-0.0425972146493913,-5.2066135276568,-0.0425972146493913,-0.0425972146493913,-0.632023408177087,-0.100579447980379,-0.100579447980379
-0.0231286694394056,-10.1348891803238,-0.0231286694394056,NA,-0.777110779279767,-0.0771380345805851,-0.0771380345805851
