y1,x1,x2,x3
-0.673958515,-0.760042126,-1.187515559,0.209443388
0.403201443,-0.209180387,-0.592893985,1.079091354
1.732754133,-0.483035151,0.053585547,-1.450685658
3.212389249,1.679465097,0.69386915,1.352930865
-0.031014376,0.310903273,0.139530865,0.323521685
1.966189312,-0.714333932,0.801310377,-1.65894803
3.027547561,0.522849424,-0.38187162,0.807750167
3.912890993,0.333411346,2.113299896,-0.086073686
4.791064882,0.020149428,1.565799422,0.265501515
1.033484061,-0.29944341,-0.963019112,0.282498254
4.900525073,1.374802776,1.342497366,1.064207404
2.210505603,0.128339892,0.511457943,0.422258274
0.072367424,-0.582324477,0.912528977,-1.41716943
0.176778119,-2.291427791,-0.067165069,-2.536460395
3.35180852,1.298072162,0.276955276,0.967897211
1.151608726,0.242606132,-0.02041405,-0.371655704
0.668109568,-0.184823899,0.535812051,-0.191057051
1.139134824,0.658510155,1.717220322,0.294399368
3.310632565,0.781957813,1.347451138,0.115438248
-0.492743005,0.994147205,-1.457956582,1.250496737
2.856090691,0.483917621,0.976870945,0.94256899
3.223974038,0.604866938,-0.088364917,1.207854895
1.271330105,-0.055147329,-0.517853852,0.593053668
-5.357366912,-1.815157681,-1.804465898,-1.367546259
2.480601855,1.15914459,-0.132706212,0.21648278
0.922583969,-0.216744089,1.031461103,-0.586929776
-0.182842696,-0.294213829,0.773268745,-0.556389826
-4.012555245,-1.78466739,-1.277180505,-0.539647383
-0.309828024,-0.761337775,0.894462237,-0.861028696
0.463966899,0.605432505,-0.267636594,0.470672932
5.367019153,1.127677019,1.293872571,1.021152651
-0.695410775,-0.22876644,0.314851653,-0.193760579
2.790312146,0.261045486,0.900481933,-0.0014722
1.13646876,-0.076902894,0.162068279,-0.148935945
-2.352934846,-0.930878134,-1.675035653,-1.03103789
-0.02873525,-0.099277663,-0.738110219,-0.360297678
0.416244787,0.063611506,-0.250342392,-0.832293453
-0.331185354,-0.440946747,-0.543983863,0.739806599
3.219875107,1.039190598,-0.659430873,1.846975021
4.230788972,0.979664387,0.335123039,0.441965467
0.639817701,-0.208034963,-0.444118157,0.155025832
-0.134499148,-0.161425553,-0.404982673,-0.134943599
4.356688706,0.486020872,1.262494264,0.221480096
1.195383892,0.073891858,1.268542059,0.361460398
-2.36555918,-0.858355001,-1.825666679,0.611597188
-0.663378051,-0.216182893,-1.321730491,-0.516875055
1.733514779,0.328474274,-0.363760344,0.729679127
2.294282307,1.161514985,0.1350098,0.381658025
2.862596396,0.110198675,-0.549451715,-0.016770417
1.816028551,1.023926584,0.310713291,0.685760933
0.979913033,0.758991084,0.024417395,0.047466162
1.696463707,-0.947493401,-0.366317746,-0.101257763
3.048285053,0.147268359,1.079735122,-0.102536806
-3.902680149,-1.061601949,-2.563881302,0.310794905
1.979070431,1.219916224,0.272996542,1.787315549
5.53919099,1.856495565,1.371870999,1.594198686
-0.943453681,-0.777020397,-0.975256429,0.695462529
-2.04910175,-1.366724336,0.055868579,-0.925491693
0.546799396,0.770436768,-1.122782808,1.222423044
1.714991166,-0.094117894,0.216351087,-0.357789626
8.494676221,2.528365487,3.128120172,0.613955978
-1.570568674,-0.052881121,-1.092916987,0.714731901
3.222281784,0.634318803,-0.479618802,1.223171042
0.614878926,-0.103623646,0.688022624,-0.284359832
0.866343081,-1.004869916,0.815602339,-1.151780504
4.174220306,0.157678061,1.569332034,-0.808133329
-2.406089018,-2.036311195,-0.698008663,-1.433338006
7.097012599,1.455711944,2.278669757,0.22263708
4.728274373,0.071859273,0.767105144,-0.245215756
6.348033056,2.297085132,1.037893916,1.767784803
2.348885093,0.785387829,-0.55073099,0.592354833
-0.735878553,-0.822325478,0.29922658,-0.93095249
3.929000811,0.490556507,0.497376218,0.535346026
-1.111851775,-0.907663573,-0.740025998,-0.651569851
-2.72596212,-1.291904023,-2.04617602,-0.070386748
2.833426314,0.605367456,0.776032619,-0.540290275
1.41191054,-0.518005136,1.051433678,-1.166466143
4.918136843,0.115807101,1.404892759,-1.090240486
2.750829869,0.183565502,-0.447392897,0.269276764
-0.702460424,-0.253587845,-0.440089502,-0.797575927
-1.276013701,-0.565933193,-0.931429907,-0.052870397
0.409526909,-0.747949954,0.318253996,0.325917354
1.824131789,1.302383108,0.296185623,1.075164819
-1.744378661,-1.707287799,-0.950874526,-0.976222688
2.817488942,0.692084952,0.270824513,0.418201993
3.410821174,0.073887566,0.799302271,0.154274058
1.072051574,1.069405875,-0.400181373,1.548025146
1.686328257,-0.440368869,0.211894445,-0.354558425
1.989842235,0.333972394,-0.301253316,0.693480198
1.114171857,0.118043739,0.089448243,0.432814866
-3.117709845,-0.671502301,-1.652857149,0.623124369
2.492383046,1.251652746,0.09899934,1.338527296
5.038748311,0.836299627,1.07050678,1.041882229
3.051890387,0.615717227,0.440953731,0.640674558
4.761270844,1.469372226,1.0476511,1.333564205
1.009797014,0.303462422,2.083594831,-0.45541794
-2.736235238,-0.768104815,-2.294842025,-0.558441093
-0.796321076,-0.935519016,-0.995712733,0.406159055
-1.824605985,-1.21858698,-0.087715579,-1.423835854
-0.956453748,-0.718697944,-0.455079319,0.022600972
-0.346515944,-0.898020538,-0.412328319,-0.146529523
2.273754596,-0.020517303,0.947113082,-0.52378598
-0.814226531,-0.320372937,-1.962833392,-0.438773187
1.646358511,0.466501118,0.142502818,-0.262277235
-0.463792427,-0.586663035,-0.545306949,-0.495285194
5.058486884,1.588467377,0.759096167,1.818946047
3.713347543,1.117633409,1.003608213,-0.283142999
2.450863193,0.782931674,1.42888386,0.268502275
0.749682576,0.168406411,0.354613097,0.469840808
4.306763166,1.352892951,0.6454814,1.967312859
0.357231484,-0.748080445,-0.364698466,-0.38812083
0.436069005,-0.03716733,-1.013822886,-0.353629883
4.218643821,1.65557988,0.43958707,1.169673053
0.454800578,-0.481300164,-0.875699334,-0.381934689
1.160187425,-0.637865027,1.189823475,-0.566427895
0.96910882,-0.413406513,-0.746483518,0.059802602
-0.057210235,-0.098114738,0.34070292,-0.874275954
1.590441204,-0.363958466,0.249634873,-0.409269963
1.551141547,0.320569271,0.441590224,0.494509012
2.874655172,-0.234907457,1.22780075,-0.985924987
-0.135261511,-0.658204716,-0.136214042,-0.341653129
3.48734533,1.205677497,1.167802063,0.980454035
1.692462022,0.304536228,0.206437525,-0.998055142
1.5605083,-0.074118028,0.287965609,-0.534702419
-0.126618409,0.243200462,-1.198632352,0.301916206
3.357425492,0.647694996,1.425764451,-0.039319064
0.085551703,-0.18504739,0.180133322,-0.083230479
4.495047343,0.001832341,1.912399317,-1.396809144
0.077147397,-1.031838998,0.309969235,-0.630097318
1.335058957,-0.003291627,0.064683472,-0.805166518
1.010158875,0.077526621,-1.191934171,0.866479993
1.91563571,-1.304711744,0.758549822,-0.403130797
4.240424742,0.279644355,1.104659805,0.176871892
-1.085246198,-1.634182351,0.30124752,-1.903329788
2.435214452,0.759470262,-0.178532529,-0.030411306
-1.433713984,-1.460406319,-1.812432158,-0.702815656
-0.063553716,-0.684829925,0.954142989,-0.572100455
-1.057890297,-0.598384584,0.070792047,-0.604607427
-1.553823376,-0.777940969,-1.388214855,0.306652313
0.654798665,-0.444787457,0.687543935,-0.091051581
-1.30665957,-1.98336975,-1.58840225,-1.144346711
3.883365993,0.73909853,0.557844349,1.542161704
-3.284584992,-1.066844149,-0.184191153,-2.571434678
-2.637531652,-0.332604681,-1.282636455,0.166001955
-0.960843363,-0.907155414,-1.353348903,-0.662157361
0.167566616,-1.014622079,0.084224161,-0.658894379
8.267144144,2.28452696,1.798989489,1.06100102
1.692292438,0.118271061,0.271450769,-0.28065617
-0.578843197,-1.428270365,-1.302178668,-0.498320446
-3.673837809,-1.645732227,-0.476822372,-1.646925111
2.459469145,0.262338027,1.820443124,-0.483741717
1.478940279,0.268644045,-0.030377924,-0.332659703
-0.844047772,-0.311854806,-0.791643566,0.149868823
-0.378165273,-0.708969506,0.289532699,-1.57247393
-2.751483127,-1.291245079,-0.741240866,-1.513738282
-0.575958003,-1.16905428,0.402397731,-1.463206938
1.283756941,0.96657997,0.486894009,0.912021377
-0.912264951,-0.80673001,-0.159827043,-0.42629869
-0.848136095,-1.461548159,-0.718082423,-1.090262817
